============================= test session starts ==============================
platform darwin -- Python 3.14.2, pytest-9.0.3, pluggy-1.6.0 -- /Users/wucong/EVERYDAYAIONE/.venv/bin/python
cachedir: .pytest_cache
rootdir: /Users/wucong/EVERYDAYAIONE/worktrees/tool-unification-policy/backend
configfile: pytest.ini
plugins: cov-7.1.0, asyncio-1.3.0, anyio-4.13.0
backend/tests/test_chat_tools.py::TestSafetyLevel::test_enum_is_str PASSED [  8%]
backend/tests/test_chat_tools.py::TestGetSafetyLevel::test_erp_query_is_safe PASSED [  9%]
backend/tests/test_chat_tools.py::TestGetSafetyLevel::test_local_query_is_safe PASSED [  9%]
backend/tests/test_chat_tools.py::TestGetSafetyLevel::test_search_is_safe PASSED [  9%]
backend/tests/test_chat_tools.py::TestGetSafetyLevel::test_generate_image_is_confirm PASSED [  9%]
backend/tests/test_chat_tools.py::TestGetSafetyLevel::test_generate_video_is_confirm PASSED [  9%]
backend/tests/test_chat_tools.py::TestGetSafetyLevel::test_erp_execute_is_dangerous PASSED [ 10%]
backend/tests/test_chat_tools.py::TestGetSafetyLevel::test_trigger_sync_is_dangerous PASSED [ 10%]
backend/tests/test_chat_tools.py::TestGetSafetyLevel::test_unknown_tool_defaults_safe PASSED [ 10%]
backend/tests/test_chat_tools.py::TestIsConcurrencySafe::test_query_tools_are_safe PASSED [ 10%]
backend/tests/test_chat_tools.py::TestIsConcurrencySafe::test_write_tools_are_not_safe PASSED [ 10%]
backend/tests/test_chat_tools.py::TestIsConcurrencySafe::test_generate_tools_are_not_safe PASSED [ 11%]
backend/tests/test_chat_tools.py::TestIsConcurrencySafe::test_unknown_tool_not_safe PASSED [ 11%]
backend/tests/test_chat_tools.py::TestGetChatTools::test_returns_list PASSED [ 11%]
backend/tests/test_chat_tools.py::TestGetChatTools::test_system_prompt_uses_structured_graphic_protocols PASSED [ 11%]
backend/tests/test_chat_tools.py::TestGetChatTools::test_tool_format PASSED [ 11%]
backend/tests/test_chat_tools.py::TestGetChatTools::test_no_duplicates PASSED [ 12%]
backend/tests/test_chat_tools.py::TestGetChatTools::test_contains_key_tools PASSED [ 12%]
backend/tests/test_chat_tools.py::TestGetChatTools::test_total_count PASSED [ 12%]
backend/tests/test_chat_tools.py::TestGetChatTools::test_guest_no_erp_tools PASSED [ 12%]
backend/tests/test_chat_tools.py::TestGetChatTools::test_guest_tool_count PASSED [ 12%]
backend/tests/test_chat_tools.py::TestCoreToolsExpanded::test_core_tools_include_file_tools PASSED [ 12%]
backend/tests/test_chat_tools.py::TestCoreToolsExpanded::test_core_tools_include_crawler PASSED [ 13%]
backend/tests/test_chat_tools.py::TestCoreToolsExpanded::test_core_tools_no_media PASSED [ 13%]
backend/tests/test_chat_tools.py::TestCoreToolsExpanded::test_core_tools_include_scheduled_task PASSED [ 13%]
backend/tests/test_chat_tools.py::TestToolsForMode::test_auto_mode_returns_all_core PASSED [ 13%]
backend/tests/test_chat_tools.py::TestToolsForMode::test_ask_mode_returns_all_core PASSED [ 13%]
backend/tests/test_chat_tools.py::TestToolsForMode::test_plan_mode_blocks_execution_tools PASSED [ 14%]
backend/tests/test_chat_tools.py::TestToolsForMode::test_plan_mode_keeps_erp_analyze PASSED [ 14%]
backend/tests/test_chat_tools.py::TestToolsForMode::test_plan_mode_keeps_search_tools PASSED [ 14%]
backend/tests/test_chat_tools.py::TestToolsForMode::test_plan_mode_tool_count PASSED [ 14%]
backend/tests/test_chat_tools.py::TestErpAnalyzeDomain::test_erp_analyze_in_general_domain PASSED [ 14%]
backend/tests/test_chat_tools.py::TestErpAnalyzeDomain::test_erp_analyze_passes_domain_filter PASSED [ 15%]
backend/tests/test_chat_tools.py::TestErpAnalyzeDomain::test_erp_analyze_blocked_for_erp_domain PASSED [ 15%]
backend/tests/test_chat_tools.py::TestRestoreFileInCoreTools::test_restore_file_in_core_tools PASSED [ 15%]
backend/tests/test_chat_tools.py::TestRestoreFileInCoreTools::test_restore_file_in_chat_tools PASSED [ 15%]
backend/tests/test_chat_tools.py::TestRestoreFileInCoreTools::test_restore_file_has_filename_param PASSED [ 15%]
backend/tests/test_chat_tools.py::TestCommonToolsSplit::test_build_common_tools_importable PASSED [ 16%]
backend/tests/test_chat_tools.py::TestCommonToolsSplit::test_chat_tools_uses_common_tools PASSED [ 16%]
backend/tests/test_chat_tools.py::TestFileConcurrencySafe::test_file_search_is_safe PASSED [ 16%]
backend/tests/test_chat_tools.py::TestFileConcurrencySafe::test_file_write_is_not_safe PASSED [ 16%]
backend/tests/test_common_tools.py::TestBuildCommonTools::test_returns_list PASSED [ 16%]
backend/tests/test_common_tools.py::TestBuildCommonTools::test_all_function_type PASSED [ 17%]
backend/tests/test_common_tools.py::TestBuildCommonTools::test_contains_expected_tools PASSED [ 17%]
backend/tests/test_common_tools.py::TestBuildCommonTools::test_no_duplicates PASSED [ 17%]
backend/tests/test_common_tools.py::TestBuildCommonTools::test_erp_agent_has_task_param PASSED [ 17%]
backend/tests/test_common_tools.py::TestBuildCommonTools::test_file_read_removed PASSED [ 17%]
backend/tests/test_common_tools.py::TestBuildCommonTools::test_tool_count PASSED [ 18%]
backend/tests/test_common_tools.py::TestCommonToolsIntegration::test_chat_tools_imports_common PASSED [ 18%]
backend/tests/test_common_tools.py::TestCommonToolsIntegration::test_guest_still_has_common_tools PASSED [ 18%]
backend/tests/test_file_tools.py::TestFileInfoTools::test_has_four_tools PASSED [ 18%]
backend/tests/test_file_tools.py::TestFileInfoTools::test_tool_names PASSED [ 18%]
backend/tests/test_file_tools.py::TestFileInfoTools::test_file_read_removed PASSED [ 18%]
backend/tests/test_file_tools.py::TestFileToolSchemas::test_all_tools_have_schema PASSED [ 19%]
backend/tests/test_file_tools.py::TestFileToolSchemas::test_file_delete_requires_files PASSED [ 19%]
backend/tests/test_file_tools.py::TestFileToolSchemas::test_file_search_no_required PASSED [ 19%]
backend/tests/test_file_tools.py::TestFileToolSchemas::test_no_file_read_schema PASSED [ 19%]
backend/tests/test_file_tools.py::TestBuildFileTools::test_returns_four_tools PASSED [ 19%]
backend/tests/test_file_tools.py::TestBuildFileTools::test_all_function_type PASSED [ 20%]
backend/tests/test_file_tools.py::TestBuildFileTools::test_tool_names_match PASSED [ 20%]
backend/tests/test_file_tools.py::TestBuildFileTools::test_no_file_read_or_write_or_edit PASSED [ 20%]
backend/tests/test_file_tools.py::TestFileRoutingPrompt::test_mentions_core_tools PASSED [ 20%]
backend/tests/test_file_tools.py::TestFileRoutingPrompt::test_no_file_read_in_routing PASSED [ 20%]
backend/tests/test_file_tools.py::TestFileRoutingPrompt::test_no_file_write_or_edit_in_routing PASSED [ 21%]
backend/tests/test_file_tools.py::TestFileRoutingPrompt::test_mentions_code_execute PASSED [ 21%]
backend/tests/test_file_tools.py::TestFileRoutingPrompt::test_mentions_duckdb_for_data PASSED [ 21%]
backend/tests/test_file_tools.py::TestFileRoutingPrompt::test_mentions_multimodal_for_image PASSED [ 21%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_info_tools_set PASSED [ 21%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_schema_has_required_fields PASSED [ 22%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_build_returns_one_tool PASSED [ 22%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_tool_has_parameters PASSED [ 22%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_sandbox_is_pure_computation PASSED [ 22%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_parquet_staging_documented PASSED [ 22%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_routing_prompt_not_empty PASSED [ 23%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_graphic_protocol_has_explicit_renderer_boundaries PASSED [ 23%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_routing_prompt_prefers_structured_graphic_protocols PASSED [ 23%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_routing_prompt_mentions_fetch_all_pages PASSED [ 23%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_routing_prompt_no_erp_query PASSED [ 23%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_routing_prompt_parquet_format PASSED [ 24%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_code_execute_desc_parquet PASSED [ 24%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_routing_prompt_no_local_db_export PASSED [ 24%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_base_version_uses_relative_path_protocol PASSED [ 24%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_workspace_version_has_staging_hint PASSED [ 24%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_architecture_isolation_symmetric PASSED [ 25%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_referenced_tool_names_exist PASSED [ 25%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_workspace_version_has_parquet_hint PASSED [ 25%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_base_version_no_doc_generation PASSED [ 25%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_routing_prompt_no_workspace_dir PASSED [ 25%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_workspace_version_has_output_protocol PASSED [ 25%]
backend/tests/test_code_tools.py::TestCodeToolsDefinition::test_workspace_version_mentions_subprocess_forbidden PASSED [ 26%]
backend/tests/test_code_tools.py::TestAgentToolsIntegration::test_code_execute_in_info_tools PASSED [ 26%]
backend/tests/test_code_tools.py::TestAgentToolsIntegration::test_code_execute_in_all_tools PASSED [ 26%]
backend/tests/test_code_tools.py::TestAgentToolsIntegration::test_code_execute_in_schemas PASSED [ 26%]
backend/tests/test_code_tools.py::TestAgentToolsIntegration::test_validate_tool_call_accepts PASSED [ 26%]
backend/tests/test_code_tools.py::TestAgentToolsIntegration::test_validate_tool_call_rejects_missing_required PASSED [ 27%]
backend/tests/test_code_tools.py::TestAgentToolsIntegration::test_code_execute_in_tool_schemas PASSED [ 27%]
backend/tests/test_code_tools.py::TestConfigSettings::test_sandbox_defaults PASSED [ 27%]
backend/tests/test_code_tools.py::TestConfigSettings::test_sandbox_default_values PASSED [ 27%]
backend/tests/test_code_tools.py::TestConfigSettings::test_context_tool_keep_turns_default PASSED [ 27%]
backend/tests/test_code_tools.py::TestToolExecutorRegistration::test_code_execute_handler_registered PASSED [ 28%]
backend/tests/test_code_tools.py::TestToolExecutorRegistration::test_fetch_all_pages_registered_for_org PASSED [ 28%]
backend/tests/test_code_tools.py::TestToolExecutorRegistration::test_fetch_all_pages_not_for_guest PASSED [ 28%]
backend/tests/test_code_tools.py::TestFetchAllPagesExecution::test_missing_tool_param PASSED [ 28%]
backend/tests/test_code_tools.py::TestFetchAllPagesExecution::test_missing_action_param PASSED [ 28%]
backend/tests/test_code_tools.py::TestFetchAllPagesExecution::test_page_size_min_20 PASSED [ 29%]
backend/tests/test_code_tools.py::TestFetchAllPagesExecution::test_path_traversal_sanitized PASSED [ 29%]
backend/tests/test_code_tools.py::TestFetchAllPagesExecution::test_empty_result PASSED [ 29%]
backend/tests/test_code_tools.py::TestFix1DuckDBDialectHints::test_workspace_version_has_cast_hint PASSED [ 29%]
backend/tests/test_code_tools.py::TestFix1DuckDBDialectHints::test_workspace_version_has_date_trunc PASSED [ 29%]
backend/tests/test_code_tools.py::TestFix1DuckDBDialectHints::test_workspace_version_has_full_duckdb_hints PASSED [ 30%]
backend/tests/test_code_tools.py::TestFix1DuckDBDialectHints::test_base_version_has_cast_hint PASSED [ 30%]
backend/tests/test_code_tools.py::TestFix1DuckDBDialectHints::test_base_version_has_date_trunc_hint PASSED [ 30%]
backend/tests/test_code_tools.py::TestFix2ExcelExportPattern::test_workspace_version_uses_to_excel PASSED [ 30%]
backend/tests/test_code_tools.py::TestFix2ExcelExportPattern::test_workspace_version_mentions_nan_handling PASSED [ 30%]
backend/tests/test_code_tools.py::TestFix2ExcelExportPattern::test_workspace_version_uses_xlsxwriter PASSED [ 31%]
backend/tests/test_code_tools.py::TestFix2ExcelExportPattern::test_base_version_uses_to_excel PASSED [ 31%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_unknown_tool_rejected PASSED [ 31%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_empty_tool_name_rejected PASSED [ 31%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_valid_info_tool_no_required PASSED [ 31%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_valid_info_tool_with_optional PASSED [ 31%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_search_knowledge_with_required PASSED [ 32%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_search_knowledge_missing_required PASSED [ 32%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_route_to_chat_valid PASSED [ 32%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_route_to_chat_without_model_valid PASSED [ 32%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_route_to_chat_missing_system_prompt PASSED [ 32%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_route_to_image_valid PASSED [ 33%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_route_to_image_missing_prompts PASSED [ 33%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_route_to_video_valid PASSED [ 33%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_route_to_video_missing_prompt PASSED [ 33%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_erp_tool_valid PASSED [ 33%]
backend/tests/test_agent_tools.py::TestValidateToolCall::test_erp_tool_missing_required PASSED [ 34%]
backend/tests/test_agent_tools.py::TestToolSets::test_info_and_routing_no_overlap PASSED [ 34%]
backend/tests/test_agent_tools.py::TestToolSets::test_all_tools_equals_union PASSED [ 34%]
backend/tests/test_agent_tools.py::TestToolSets::test_routing_tools_expected PASSED [ 34%]
backend/tests/test_agent_tools.py::TestToolSets::test_info_tools_has_core PASSED [ 34%]
backend/tests/test_agent_tools.py::TestToolSets::test_all_tools_have_schemas PASSED [ 35%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_returns_17_tools PASSED [ 35%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_each_tool_structure PASSED [ 35%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_query_tools_have_action_enum PASSED [ 35%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_execute_tool_has_category PASSED [ 35%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_read_actions_excludes_writes PASSED [ 36%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_write_actions_by_category PASSED [ 36%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_erp_tool_schemas PASSED [ 36%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_query_tools_have_params_object PASSED [ 36%]
backend/tests/test_agent_tools.py::TestBuildErpTools::test_query_tools_no_flat_params PASSED [ 36%]
backend/tests/test_agent_tools.py::TestErpTaobaoQueryTool::test_taobao_query_has_params_object PASSED [ 37%]
backend/tests/test_agent_tools.py::TestErpTaobaoQueryTool::test_taobao_query_has_page_size PASSED [ 37%]
backend/tests/test_agent_tools.py::TestErpTaobaoQueryTool::test_taobao_query_action_desc_has_params PASSED [ 37%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_multistep_strategy_present PASSED [ 37%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_no_immediate_route_to_chat PASSED [ 37%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_mentions_time_type PASSED [ 37%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p0_unified_query_in_prompt PASSED [ 38%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p0_compare_stats_in_prompt PASSED [ 38%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p0_remote_tools_in_prompt PASSED [ 38%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p0_time_type_in_prompt PASSED [ 38%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p1_product_query_in_scenario_docs PASSED [ 38%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p1_purchase_chain_in_scenario_docs PASSED [ 39%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p1_common_scenarios PASSED [ 39%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p2_statistics_in_scenario_docs PASSED [ 39%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_p2_fallback_strategy PASSED [ 39%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_encoding_identification_documented PASSED [ 39%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_tool_capability_section PASSED [ 40%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_data_freshness_section PASSED [ 40%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_no_routing_directives PASSED [ 40%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_fetch_all_pages_tool_definition PASSED [ 40%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_fetch_all_pages_description_mentions_staging PASSED [ 40%]
backend/tests/test_agent_tools.py::TestErpRoutingPrompt::test_remote_tools_labeled PASSED [ 41%]
backend/tests/test_agent_tools.py::TestToolRegistry::test_registry_has_all_erp_tools PASSED [ 41%]
backend/tests/test_agent_tools.py::TestToolRegistry::test_registry_has_always_include PASSED [ 41%]
backend/tests/test_agent_tools.py::TestToolRegistry::test_local_tools_priority_1 PASSED [ 41%]
backend/tests/test_agent_tools.py::TestToolRegistry::test_synonym_expansion PASSED [ 41%]
backend/tests/test_agent_tools.py::TestBaseAgentPrompt::test_prompt_requires_tool_before_answer PASSED [ 42%]
backend/tests/test_agent_tools.py::TestBaseAgentPrompt::test_prompt_allows_text_output PASSED [ 42%]
backend/tests/test_agent_tools.py::TestBaseAgentPrompt::test_prompt_route_to_chat_optional PASSED [ 42%]
backend/tests/test_agent_tools.py::TestBaseAgentPrompt::test_prompt_no_contradiction PASSED [ 42%]
backend/tests/test_phase_tools.py::TestBuildDomainTools::test_erp_returns_tools PASSED [ 42%]
backend/tests/test_phase_tools.py::TestBuildDomainTools::test_erp_contains_erp_tools PASSED [ 43%]
backend/tests/test_phase_tools.py::TestBuildDomainTools::test_erp_contains_fetch_all_pages PASSED [ 43%]
backend/tests/test_phase_tools.py::TestBuildDomainTools::test_fetch_all_pages_not_in_other_domains PASSED [ 43%]
backend/tests/test_phase_tools.py::TestBuildDomainTools::test_crawler_returns_tools PASSED [ 43%]
backend/tests/test_phase_tools.py::TestBuildDomainTools::test_computer_returns_tools PASSED [ 43%]
backend/tests/test_phase_tools.py::TestBuildDomainTools::test_unknown_domain_returns_empty PASSED [ 43%]
backend/tests/test_phase_tools.py::TestBuildDomainTools::test_chat_domain_returns_empty PASSED [ 44%]
backend/tests/test_phase_tools.py::TestBuildDomainPrompt::test_erp_prompt_not_empty PASSED [ 44%]
backend/tests/test_phase_tools.py::TestBuildDomainPrompt::test_crawler_prompt_not_empty PASSED [ 44%]
backend/tests/test_phase_tools.py::TestBuildDomainPrompt::test_computer_prompt_not_empty PASSED [ 44%]
backend/tests/test_phase_tools.py::TestBuildDomainPrompt::test_unknown_returns_empty PASSED [ 44%]
backend/tests/test_phase_tools.py::TestBuildDomainPrompt::test_erp_prompt_contains_routing_rules PASSED [ 45%]
backend/tests/test_channel_context_isolation.py::test_channel_prompt_omits_personal_dynamic_context PASSED [ 45%]
backend/tests/test_channel_context_isolation.py::test_channel_tool_catalog_omits_personal_tools PASSED [ 45%]
backend/tests/test_channel_context_isolation.py::test_tool_executor_separates_actor_and_workspace_owner PASSED [ 45%]
backend/tests/test_execution_scope.py::test_user_scope_keeps_actor_as_workspace_owner PASSED [ 45%]
backend/tests/test_execution_scope.py::test_channel_scope_requires_wecom_group_delivery PASSED [ 46%]
backend/tests/test_permission_mode.py::TestInit::test_default_mode_is_auto PASSED [ 46%]
backend/tests/test_permission_mode.py::TestInit::test_init_with_string PASSED [ 46%]
backend/tests/test_permission_mode.py::TestInit::test_init_with_enum PASSED [ 46%]
backend/tests/test_permission_mode.py::TestInit::test_invalid_mode_falls_back_to_auto PASSED [ 46%]
backend/tests/test_permission_mode.py::TestInit::test_empty_string_falls_back_to_auto PASSED [ 47%]
backend/tests/test_permission_mode.py::TestPlanTransition::test_enter_plan_from_auto PASSED [ 47%]
backend/tests/test_permission_mode.py::TestPlanTransition::test_enter_plan_from_ask PASSED [ 47%]
backend/tests/test_permission_mode.py::TestPlanTransition::test_enter_plan_idempotent PASSED [ 47%]
backend/tests/test_permission_mode.py::TestPlanTransition::test_exit_plan_restores_auto PASSED [ 47%]
backend/tests/test_permission_mode.py::TestPlanTransition::test_exit_plan_restores_ask PASSED [ 48%]
backend/tests/test_permission_mode.py::TestPlanTransition::test_exit_plan_when_not_in_plan PASSED [ 48%]
backend/tests/test_permission_mode.py::TestPlanTransition::test_exit_plan_sets_need_exit_attachment PASSED [ 48%]
backend/tests/test_permission_mode.py::TestPlanTransition::test_exit_plan_default_restore_is_auto PASSED [ 48%]
backend/tests/test_permission_mode.py::TestExitAttachment::test_consume_returns_prompt PASSED [ 48%]
backend/tests/test_permission_mode.py::TestExitAttachment::test_consume_idempotent PASSED [ 49%]
backend/tests/test_permission_mode.py::TestExitAttachment::test_exit_prompt_content PASSED [ 49%]
backend/tests/test_permission_mode.py::TestReminder::test_plan_turn_0_is_full PASSED [ 49%]
backend/tests/test_permission_mode.py::TestReminder::test_auto_turn_0_is_full PASSED [ 49%]
backend/tests/test_permission_mode.py::TestReminder::test_ask_mode_always_none PASSED [ 49%]
backend/tests/test_permission_mode.py::TestReminder::test_throttle_between_reminders PASSED [ 50%]
backend/tests/test_permission_mode.py::TestReminder::test_sparse_at_interval PASSED [ 50%]
backend/tests/test_permission_mode.py::TestReminder::test_full_cycle PASSED [ 50%]
backend/tests/test_permission_mode.py::TestReminder::test_auto_sparse_content PASSED [ 50%]
backend/tests/test_permission_mode.py::TestReminder::test_reminder_resets_after_exit_plan PASSED [ 50%]
backend/tests/test_permission_mode.py::TestPromptContent::test_plan_full_mentions_erp_analyze PASSED [ 50%]
backend/tests/test_permission_mode.py::TestPromptContent::test_plan_full_mentions_blocked_tools PASSED [ 51%]
backend/tests/test_permission_mode.py::TestPromptContent::test_plan_sparse_mentions_must_not PASSED [ 51%]
backend/tests/test_permission_mode.py::TestPromptContent::test_auto_full_mentions_key_rules PASSED [ 51%]
backend/tests/test_permission_mode.py::TestPromptContent::test_exit_prompt_mentions_execution PASSED [ 51%]
backend/tests/test_permission_mode.py::TestProperties::test_boolean_properties[plan-True-False-False] PASSED [ 51%]
backend/tests/test_permission_mode.py::TestProperties::test_boolean_properties[ask-False-True-False] PASSED [ 52%]
backend/tests/test_permission_mode.py::TestProperties::test_boolean_properties[auto-False-False-True] PASSED [ 52%]
backend/tests/test_tool_args_validator.py::TestValidateToolArgs::test_normal_args_pass_through PASSED [ 52%]
